0,-3.41021,-1.48642,1.47004,0,0,0,59,202
1,-0.202426,3.02855,2.60517,0,0,0,70,202
2,-4.96423,-4.65334,3.35568,-3.41021,-1.48642,1.47004,59,59
3,-0.909389,0.412697,-3.87333,0,0,0,62,202
4,-2.12362,6.52492,2.89578,-0.202426,3.02855,2.60517,14,70
5,-4.69661,-8.63554,3.0902,-4.96423,-4.65334,3.35568,28,59
6,2.86003,4.68363,4.57546,-0.202426,3.02855,2.60517,56,70
7,-8.96408,-4.68335,3.33868,-4.96423,-4.65334,3.35568,30,59
8,0.0584219,-0.271677,-7.69367,-0.909389,0.412697,-3.87333,62,62
9,-4.58254,7.52314,-0.0970943,-2.12362,6.52492,2.89578,14,14
10,-1.96025,-11.1651,1.63638,-4.69661,-8.63554,3.0902,28,28
11,2.6245,-2.2026,2.06411,0,0,0,11,202
12,-4.27347,-3.51921,7.12882,-4.96423,-4.65334,3.35568,1,59
13,3.95372,5.41692,8.35252,2.86003,4.68363,4.57546,40,56
14,-12.9639,-4.71336,3.32168,-8.96408,-4.68335,3.33868,30,30
15,-2.50425,0.176008,-10.7321,0.0584219,-0.271677,-7.69367,52,62
16,-7.04145,8.52137,-3.08997,-4.58254,7.52314,-0.0970943,14,14
17,-1.41823,-15.1279,1.58609,-1.96025,-11.1651,1.63638,28,28
18,5.71615,7.27905,3.5236,2.86003,4.68363,4.57546,16,56
19,-1.4588,-3.95904,-7.3752,0.0584219,-0.271677,-7.69367,10,62
20,5.249,-4.4052,4.12823,2.6245,-2.2026,2.06411,10,11
21,-4.66044,-1.98908,10.8043,-4.27347,-3.51921,7.12882,1,1
22,1.4661,4.28168,11.2719,3.95372,5.41692,8.35252,26,40
23,-14.3976,-7.32184,0.649498,-12.9639,-4.71336,3.32168,7,30
24,-4.17268,-0.846886,-14.2207,-2.50425,0.176008,-10.7321,25,52
25,-10.1534,11.0344,-3.07837,-7.04145,8.52137,-3.08997,14,14
26,-1.68723,-19.0493,0.84416,-1.41823,-15.1279,1.58609,27,28
27,4.13256,8.89671,10.317,3.95372,5.41692,8.35252,14,40
28,-14.4656,-2.7533,6.46859,-12.9639,-4.71336,3.32168,23,30
29,-1.62587,3.46087,-12.8388,-2.50425,0.176008,-10.7321,27,52
30,-2.35969,-14.3626,-2.22547,-1.41823,-15.1279,1.58609,1,28
31,8.57226,9.87447,2.47174,5.71615,7.27905,3.5236,16,16
32,-0.306243,-7.48032,-8.88258,-1.4588,-3.95904,-7.3752,10,10
33,7.15593,-7.12272,6.35952,5.249,-4.4052,4.12823,10,10
34,-5.16071,-0.55321,14.504,-4.66044,-1.98908,10.8043,1,1
35,-1.02151,3.14644,14.1914,1.4661,4.28168,11.2719,13,26
36,-1.02151,3.14644,14.1914,-5.16071,-0.55321,14.504,13,1
37,-14.1409,-5.82345,-3.05036,-14.3976,-7.32184,0.649498,7,7
38,-5.91987,-2.89808,-17.177,-4.17268,-0.846886,-14.2207,25,25
39,-12.1564,14.4836,-3.38094,-10.1534,11.0344,-3.07837,14,14
40,-4.78883,-21.302,-0.298307,-1.68723,-19.0493,0.84416,27,27
41,5.44957,12.5591,11.2404,4.13256,8.89671,10.317,14,14
42,-15.9674,-0.793239,9.6155,-14.4656,-2.7533,6.46859,23,23
43,-0.74748,6.74574,-14.9455,-1.62587,3.46087,-12.8388,27,27
44,-3.30115,-13.5973,-6.03703,-2.35969,-14.3626,-2.22547,1,1
45,12.5197,9.896,1.82607,8.57226,9.87447,2.47174,15,16
46,-2.01177,-10.8256,-7.50406,-0.306243,-7.48032,-8.88258,1,10
47,-2.01177,-10.8256,-7.50406,-3.30115,-13.5973,-6.03703,1,1
48,9.06286,-9.84024,8.59082,7.15593,-7.12272,6.35952,10,10
49,-1.97345,5.70502,17.115,-1.02151,3.14644,14.1914,2,13
50,-13.922,-6.16314,-7.0299,-14.1409,-5.82345,-3.05036,7,7
51,-8.93771,-5.41371,-16.4259,-5.91987,-2.89808,-17.177,9,25
52,-10.7088,17.1859,-0.811585,-12.1564,14.4836,-3.38094,9,14
53,-3.60445,-24.6606,-2.11958,-4.78883,-21.302,-0.298307,20,27
54,5.76544,-1.32848,-0.253302,2.6245,-2.2026,2.06411,1,11
55,4.69859,3.68132,13.5502,1.4661,4.28168,11.2719,13,26
56,6.74961,12.975,4.22232,8.57226,9.87447,2.47174,1,16
57,6.74961,12.975,4.22232,5.44957,12.5591,11.2404,1,14
58,2.99712,-7.05597,-11.0979,-0.306243,-7.48032,-8.88258,9,10
59,-0.359728,0.604675,17.2082,-1.02151,3.14644,14.1914,11,13
60,-3.72287,-2.84119,-20.5192,-5.91987,-2.89808,-17.177,16,25
61,-8.2441,-21.924,1.61853,-4.78883,-21.302,-0.298307,7,27
62,7.49259,10.6818,14.1217,5.44957,12.5591,11.2404,1,14
63,-16.0012,-3.23453,12.7839,-5.16071,-0.55321,14.504,10,1
64,-16.0012,-3.23453,12.7839,-15.9674,-0.793239,9.6155,10,23
65,0.501395,9.17395,-17.8685,-0.74748,6.74574,-14.9455,26,27
66,15.6216,11.8567,3.41794,12.5197,9.896,1.82607,14,15
67,-5.80963,-10.6593,-8.74851,-2.01177,-10.8256,-7.50406,1,1
68,-5.80963,-10.6593,-8.74851,-13.922,-6.16314,-7.0299,1,7
69,10.3862,-10.6043,12.2874,9.06286,-9.84024,8.59082,10,10
70,-3.70048,8.35183,19.5669,-1.97345,5.70502,17.115,2,2
71,-14.3597,-2.68867,-8.9629,-13.922,-6.16314,-7.0299,7,7
72,-11.9555,-7.92935,-15.6747,-8.93771,-5.41371,-16.4259,9,9
73,-11.9555,-7.92935,-15.6747,-14.3597,-2.68867,-8.9629,9,7
74,-9.31756,19.8906,1.78636,-10.7088,17.1859,-0.811585,9,9
75,-2.42008,-28.0192,-3.94085,-3.60445,-24.6606,-2.11958,20,20
76,6.88825,16.1979,12.0706,5.44957,12.5591,11.2404,13,14
77,-18.2039,2.08711,11.2591,-15.9674,-0.793239,9.6155,13,23
78,0.903578,3.93215,-17.2602,-0.74748,6.74574,-14.9455,1,27
79,12.5606,6.72378,-0.610199,12.5197,9.896,1.82607,1,15
80,8.90638,-0.454366,-2.57072,5.76544,-1.32848,-0.253302,1,1
81,7.93108,3.08096,15.8285,4.69859,3.68132,13.5502,13,13
82,3.93612,15.2205,2.47816,6.74961,12.975,4.22232,1,1
83,6.30048,-6.63162,-13.3133,2.99712,-7.05597,-11.0979,9,9
84,0.7963,-1.7774,20.2064,-0.359728,0.604675,17.2082,11,11
85,-1.52586,-2.7843,-23.8613,-3.72287,-2.84119,-20.5192,16,16
86,-11.6994,-22.5459,3.53537,-8.2441,-21.924,1.61853,7,7
87,9.53562,8.80445,17.003,7.49259,10.6818,14.1217,1,1
88,9.53562,8.80445,17.003,7.93108,3.08096,15.8285,1,13
89,-16.035,-5.67582,15.9524,-16.0012,-3.23453,12.7839,10,10
90,-1.55753,11.1347,-20.6821,0.501395,9.17395,-17.8685,26,26
91,18.875,13.2804,1.57706,15.6216,11.8567,3.41794,14,14
92,8.01575,-12.4773,14.909,10.3862,-10.6043,12.2874,10,10
93,-5.42751,10.9986,22.0187,-3.70048,8.35183,19.5669,2,2
94,-16.9822,-0.857444,-11.3648,-14.3597,-2.68867,-8.9629,7,7
95,-15.4755,-9.7261,-16.2923,-11.9555,-7.92935,-15.6747,9,9
96,-12.8562,20.0879,3.64091,-9.31756,19.8906,1.78636,3,9
97,-1.23571,-31.3778,-5.76212,-2.42008,-28.0192,-3.94085,20,20
98,-12.4601,15.5114,-7.23469,-12.1564,14.4836,-3.38094,5,14
99,-5.64111,19.9811,0.212986,-9.31756,19.8906,1.78636,6,9
100,6.6663,19.4244,14.4244,6.88825,16.1979,12.0706,13,13
101,-20.3529,5.00122,12.959,-18.2039,2.08711,11.2591,11,13
102,2.55464,1.11856,-19.5748,0.903578,3.93215,-17.2602,1,1
103,12.6014,3.55157,-3.04647,12.5606,6.72378,-0.610199,1,1
104,12.0473,0.419751,-4.88813,8.90638,-0.454366,-2.57072,1,1
105,12.0473,0.419751,-4.88813,12.6014,3.55157,-3.04647,1,1
106,10.8028,2.11981,18.4418,7.93108,3.08096,15.8285,13,13
107,1.12264,17.466,0.733994,-4.58254,7.52314,-0.0970943,1,14
108,1.12264,17.466,0.733994,3.93612,15.2205,2.47816,1,1
109,9.0781,-5.80451,-16.0702,6.30048,-6.63162,-13.3133,9,9
110,0.578543,-5.40792,21.8713,0.7963,-1.7774,20.2064,11,11
111,1.91609,-0.790444,-24.2826,-1.52586,-2.7843,-23.8613,13,16
112,-14.8278,-24.5594,2.06608,-11.6994,-22.5459,3.53537,7,7
113,-16.0966,-5.81619,19.9494,-16.035,-5.67582,15.9524,10,10
114,-3.12168,13.0965,-23.7974,-1.55753,11.1347,-20.6821,18,26
